transaction_id,account_id,transaction_date,transaction_type,amount,currency
TXN00000416,ACCT000128,2025-09-04,Interest,3310.26,USD
TXN00000417,ACCT000286,2025-11-10,Interest,747.53,USD
TXN00000418,ACCT000081,2025-09-16,Purchase,3218.78,CAD
TXN00000419,ACCT000039,2025-09-09,Interest,4347.73,USD
TXN00000420,ACCT000143,2025-01-26,Payment,1657.82,GBP
TXN00000421,ACCT000194,2025-07-26,Payment,2754.73,USD
TXN00000422,ACCT000294,2025-08-18,Purchase,2298.18,USD
TXN00000423,ACCT000061,2025-09-12,Interest,2238.11,USD
TXN00000424,ACCT000019,2025-10-13,Purchase,2020.18,GBP
TXN00000425,ACCT000310,2025-11-13,Purchase,4130.41,USD
TXN00000426,ACCT000336,2025-12-10,Transfer,2813.85,CAD
TXN00000427,ACCT000028,2025-04-25,Fee,1819.9,CAD
TXN00000428,ACCT000318,2025-11-04,Fee,2802.95,CAD
TXN00000429,ACCT000059,2025-02-19,Fee,3580.99,USD
TXN00000430,ACCT000325,2025-05-30,Purchase,1710.08,GBP
TXN00000431,ACCT000055,2025-01-24,Transfer,1872.58,USD
TXN00000432,ACCT000368,2025-07-29,Interest,706.54,USD
TXN00000433,ACCT000097,2025-03-03,Fee,3056.2,CAD
TXN00000434,ACCT000098,2025-06-23,Payment,2287.94,USD
TXN00000435,ACCT000325,2025-12-11,Interest,237.27,GBP
TXN00000436,ACCT000231,2025-08-23,Purchase,3861.87,GBP
TXN00000437,ACCT000256,2025-01-03,Transfer,677.51,GBP
TXN00000438,ACCT000222,2025-10-27,Purchase,2768.37,CAD
TXN00000439,ACCT000091,2025-12-21,Transfer,3906.5,GBP
TXN00000440,ACCT000066,2025-02-23,Payment,3653.82,CAD
TXN00000441,ACCT000165,2025-09-16,Transfer,3032.77,CAD
TXN00000442,ACCT000355,2025-05-08,Interest,4897.61,USD
TXN00000443,ACCT000151,2025-08-20,Interest,4818.15,USD
TXN00000444,ACCT000359,2025-09-20,Payment,2066.66,USD
TXN00000445,ACCT000365,2025-10-11,Transfer,4304.23,USD
TXN00000446,ACCT000366,2025-05-29,Payment,1052.51,USD
TXN00000447,ACCT000333,2025-04-02,Payment,4906.77,GBP
TXN00000448,ACCT000166,2025-12-30,Transfer,3473.09,USD
TXN00000449,ACCT000299,2025-10-20,Fee,2813.59,CAD
TXN00000450,ACCT000217,2025-01-07,Transfer,1433.21,GBP
TXN00000451,ACCT000075,2025-01-28,Purchase,131.23,USD
TXN00000452,ACCT000083,2025-05-27,Payment,1338.56,USD
TXN00000453,ACCT000354,2025-06-01,Payment,4197.71,USD
TXN00000454,ACCT000232,2025-02-22,Transfer,166.37,GBP
TXN00000455,ACCT000381,2025-11-28,Transfer,4324.88,GBP
TXN00000456,ACCT000357,2025-05-28,Interest,1191.79,USD
TXN00000457,ACCT000351,2025-06-10,Interest,1940.84,GBP
TXN00000458,ACCT000129,2025-04-14,Purchase,69.76,GBP
TXN00000459,ACCT000325,2025-12-27,Interest,4150.77,USD
TXN00000460,ACCT000309,2025-04-11,Transfer,2735.34,USD
TXN00000461,ACCT000350,2025-02-08,Fee,2246.83,USD
TXN00000462,ACCT000062,2025-07-13,Payment,3676.72,USD
TXN00000463,ACCT000136,2025-03-08,Interest,1399.17,USD
TXN00000464,ACCT000003,2025-06-19,Transfer,4230.84,CAD
TXN00000465,ACCT000166,2025-11-02,Payment,204.5,USD
TXN00000466,ACCT000155,2025-09-09,Transfer,4216.48,GBP
TXN00000467,ACCT000363,2025-06-12,Transfer,1793.64,GBP
TXN00000468,ACCT000267,2025-02-04,Payment,4785.15,GBP
TXN00000469,ACCT000275,2025-07-26,Payment,2082.58,USD
TXN00000470,ACCT000110,2025-12-06,Fee,1109.88,USD
TXN00000471,ACCT000112,2025-11-13,Fee,1807.19,GBP
TXN00000472,ACCT000386,2025-11-29,Interest,4983.17,USD
TXN00000473,ACCT000229,2025-05-04,Purchase,3346.35,GBP
TXN00000474,ACCT000021,2025-12-16,Transfer,1222.92,USD
TXN00000475,ACCT000059,2025-07-17,Interest,4580.08,USD
TXN00000476,ACCT000013,2025-09-22,Transfer,3621.26,USD
TXN00000477,ACCT000229,2025-09-07,Transfer,4015.07,USD
TXN00000478,ACCT000099,2025-06-14,Fee,4491.92,GBP
TXN00000479,ACCT000086,2025-10-03,Purchase,4741.32,GBP
TXN00000480,ACCT000108,2025-12-10,Purchase,3136.53,USD
TXN00000481,ACCT000106,2025-10-03,Interest,4179.15,CAD
TXN00000482,ACCT000079,2025-01-13,Purchase,3735.72,CAD
TXN00000483,ACCT000038,2025-01-28,Fee,194.24,USD
TXN00000484,ACCT000295,2025-04-27,Fee,2792.63,USD
TXN00000485,ACCT000323,2025-07-27,Interest,1943.22,CAD
TXN00000486,ACCT000345,2025-03-02,Fee,89.37,GBP
TXN00000487,ACCT000317,2025-02-02,Purchase,3208.91,GBP
TXN00000488,ACCT000038,2025-07-03,Purchase,3505.91,GBP
TXN00000489,ACCT000352,2025-06-04,Purchase,1452.73,GBP
TXN00000490,ACCT000225,2025-07-15,Purchase,1411.18,CAD
TXN00000491,ACCT000274,2025-04-23,Purchase,2372.57,USD
TXN00000492,ACCT000280,2025-06-01,Interest,3984.87,USD
TXN00000493,ACCT000374,2025-11-28,Fee,3388.06,USD
TXN00000494,ACCT000285,2025-03-14,Purchase,2769.85,USD
TXN00000495,ACCT000306,2025-07-21,Purchase,30.12,GBP
TXN00000496,ACCT000157,2025-04-18,Transfer,4735.16,USD
TXN00000497,ACCT000331,2025-09-20,Payment,2066.21,USD
TXN00000498,ACCT000316,2025-05-10,Payment,924.04,USD
TXN00000499,ACCT000291,2025-01-28,Purchase,910.88,GBP
TXN00000500,ACCT000038,2025-05-29,Interest,3225.15,USD
TXN00000501,ACCT000372,2025-10-25,Fee,495.52,CAD
TXN00000502,ACCT000344,2025-12-02,Fee,1788.91,USD
TXN00000503,ACCT000036,2025-04-10,Purchase,1429.26,USD
TXN00000504,ACCT000316,2025-12-04,Interest,2255.98,USD
TXN00000505,ACCT000291,2025-07-06,Transfer,766.21,USD
TXN00000506,ACCT000161,2025-05-07,Interest,847.35,USD
TXN00000507,ACCT000185,2025-03-10,Interest,1387.02,USD
TXN00000508,ACCT000184,2025-06-06,Interest,2316.93,CAD
TXN00000509,ACCT000331,2025-11-07,Transfer,548.62,USD
TXN00000510,ACCT000072,2025-10-03,Fee,4294.27,USD
TXN00000511,ACCT000321,2025-02-09,Fee,3669.06,USD
TXN00000512,ACCT000324,2025-01-16,Purchase,4248.69,GBP
TXN00000513,ACCT000303,2025-04-19,Transfer,2028.65,USD
TXN00000514,ACCT000277,2025-08-30,Transfer,1306.78,USD
TXN00000515,ACCT000396,2025-10-29,Fee,1965.53,USD
TXN00000516,ACCT000262,2025-02-16,Payment,2326.18,CAD
TXN00000517,ACCT000340,2025-05-03,Fee,2513.33,GBP
TXN00000518,ACCT000072,2025-08-17,Payment,3787.24,USD
TXN00000519,ACCT000290,2025-12-04,Payment,2833.95,USD
TXN00000520,ACCT000021,2025-04-23,Interest,4696.18,CAD
TXN00000521,ACCT000190,2025-04-30,Payment,318.99,USD
TXN00000522,ACCT000185,2025-07-18,Payment,2591.84,CAD
TXN00000523,ACCT000021,2025-11-29,Interest,4408.35,USD
TXN00000524,ACCT000267,2025-11-21,Purchase,3520.16,USD
TXN00000525,ACCT000292,2025-03-31,Fee,2895.26,CAD
TXN00000526,ACCT000335,2025-02-09,Interest,1829.66,GBP
TXN00000527,ACCT000115,2025-09-22,Fee,1884.76,CAD
TXN00000528,ACCT000177,2025-09-07,Fee,4087.1,CAD
TXN00000529,ACCT000072,2025-08-14,Transfer,37.96,USD
TXN00000530,ACCT000330,2025-05-24,Payment,390.06,USD
TXN00000531,ACCT000186,2025-11-05,Payment,938.59,USD
TXN00000532,ACCT000170,2025-02-28,Payment,2076.0,CAD
TXN00000533,ACCT000303,2025-03-24,Interest,2397.71,CAD
TXN00000534,ACCT000066,2025-10-21,Purchase,1222.13,GBP
TXN00000535,ACCT000263,2025-01-21,Payment,677.95,GBP
TXN00000536,ACCT000133,2025-04-03,Payment,284.28,GBP
TXN00000537,ACCT000289,2025-11-23,Interest,2998.79,USD
TXN00000538,ACCT000111,2025-08-18,Fee,4736.53,GBP
TXN00000539,ACCT000088,2025-04-23,Interest,4337.18,CAD
TXN00000540,ACCT000299,2025-04-04,Transfer,717.85,GBP
TXN00000541,ACCT000371,2025-12-18,Transfer,1326.28,USD
TXN00000542,ACCT000036,2025-04-28,Interest,2984.68,CAD
TXN00000543,ACCT000009,2025-04-14,Interest,665.4,GBP
TXN00000544,ACCT000077,2025-11-07,Transfer,3423.42,USD
TXN00000545,ACCT000315,2025-11-04,Payment,2381.97,USD
TXN00000546,ACCT000061,2025-02-17,Transfer,2519.13,CAD
TXN00000547,ACCT000277,2025-01-01,Payment,4510.41,CAD
TXN00000548,ACCT000023,2025-12-24,Transfer,2106.32,GBP
TXN00000549,ACCT000247,2025-07-15,Interest,1151.28,USD
TXN00000550,ACCT000390,2025-12-23,Transfer,4024.08,GBP
TXN00000551,ACCT000131,2025-09-02,Purchase,2130.32,USD
TXN00000552,ACCT000279,2025-07-29,Purchase,1419.92,USD
TXN00000553,ACCT000381,2025-01-04,Payment,32.32,GBP
TXN00000554,ACCT000004,2025-07-12,Transfer,593.55,USD
TXN00000555,ACCT000055,2025-03-21,Fee,2047.18,CAD
TXN00000556,ACCT000275,2025-08-05,Transfer,1271.9,GBP
TXN00000557,ACCT000349,2025-07-23,Fee,3061.34,USD
TXN00000558,ACCT000286,2025-09-05,Interest,2762.76,USD
TXN00000559,ACCT000248,2025-05-10,Fee,2797.67,USD
TXN00000560,ACCT000362,2025-07-23,Transfer,1725.06,USD
TXN00000561,ACCT000229,2025-12-25,Purchase,3740.33,USD
TXN00000562,ACCT000206,2025-06-23,Purchase,1076.22,GBP
TXN00000563,ACCT000362,2025-01-27,Transfer,3486.8,USD
TXN00000564,ACCT000003,2025-02-16,Interest,4823.03,USD
TXN00000565,ACCT000223,2025-02-15,Interest,4629.68,USD
TXN00000566,ACCT000041,2025-11-08,Fee,1112.74,USD
TXN00000567,ACCT000206,2025-11-11,Interest,4653.77,GBP
TXN00000568,ACCT000306,2025-01-30,Fee,3559.47,USD
TXN00000569,ACCT000104,2025-12-03,Interest,2197.67,GBP
TXN00000570,ACCT000307,2025-09-19,Fee,977.76,GBP
TXN00000571,ACCT000346,2025-01-19,Payment,3077.87,USD
TXN00000572,ACCT000081,2025-02-14,Payment,3276.82,USD
TXN00000573,ACCT000203,2025-07-27,Interest,1768.87,GBP
TXN00000574,ACCT000378,2025-12-27,Payment,2591.12,USD
TXN00000575,ACCT000372,2025-10-14,Purchase,2750.22,GBP
TXN00000576,ACCT000142,2025-04-26,Fee,1740.64,GBP
TXN00000577,ACCT000207,2025-10-22,Payment,2276.52,USD
TXN00000578,ACCT000260,2025-02-24,Fee,879.3,GBP
TXN00000579,ACCT000175,2025-03-01,Purchase,2518.33,GBP
TXN00000580,ACCT000295,2025-05-09,Fee,4381.18,CAD
TXN00000581,ACCT000395,2025-05-05,Interest,2818.03,USD
TXN00000582,ACCT000301,2025-01-15,Interest,3409.57,CAD
TXN00000583,ACCT000196,2025-11-21,Purchase,1292.81,USD
TXN00000584,ACCT000212,2025-06-30,Payment,4001.81,GBP
TXN00000585,ACCT000135,2025-05-08,Transfer,53.57,USD
TXN00000586,ACCT000384,2025-06-25,Purchase,1997.66,USD
TXN00000587,ACCT000244,2025-06-10,Transfer,4657.32,USD
TXN00000588,ACCT000138,2025-04-04,Payment,4472.11,USD
TXN00000589,ACCT000121,2025-05-04,Interest,3686.88,USD
TXN00000590,ACCT000128,2025-11-13,Payment,1149.89,USD
TXN00000591,ACCT000062,2025-02-10,Payment,3895.8,CAD
TXN00000592,ACCT000278,2025-01-22,Transfer,38.09,CAD
TXN00000593,ACCT000253,2025-10-22,Fee,3105.23,USD
TXN00000594,ACCT000392,2025-09-19,Interest,918.44,USD
TXN00000595,ACCT000296,2025-03-07,Interest,1114.35,USD
TXN00000596,ACCT000245,2025-10-04,Transfer,3997.35,USD
TXN00000597,ACCT000352,2025-03-31,Transfer,1739.71,CAD
TXN00000598,ACCT000236,2025-06-11,Purchase,3492.73,USD
TXN00000599,ACCT000195,2025-10-25,Purchase,3372.14,USD
TXN00000600,ACCT000133,2025-04-06,Fee,1811.2,GBP
TXN00000601,ACCT000242,2025-11-10,Fee,1189.51,USD
TXN00000602,ACCT000218,2025-04-18,Fee,923.65,CAD
TXN00000603,ACCT000206,2025-05-24,Fee,1828.56,CAD
TXN00000604,ACCT000295,2025-12-18,Payment,2859.19,USD
TXN00000605,ACCT000121,2025-10-12,Purchase,3605.47,CAD
TXN00000606,ACCT000379,2025-03-18,Interest,984.34,CAD
TXN00000607,ACCT000256,2025-03-10,Purchase,887.15,GBP
TXN00000608,ACCT000250,2025-06-03,Transfer,3604.2,USD
TXN00000609,ACCT000025,2025-07-23,Transfer,4293.22,USD
TXN00000610,ACCT000131,2025-09-01,Payment,304.88,USD
TXN00000611,ACCT000134,2025-07-04,Interest,3724.24,USD
TXN00000612,ACCT000132,2025-06-26,Transfer,2789.67,USD
TXN00000613,ACCT000348,2025-11-07,Interest,610.58,USD
TXN00000614,ACCT000333,2025-10-03,Transfer,2881.59,USD
TXN00000615,ACCT000345,2025-09-19,Fee,1778.77,CAD
TXN00000616,ACCT000196,2025-11-11,Interest,4448.71,USD
TXN00000617,ACCT000075,2025-03-27,Interest,3160.4,USD
TXN00000618,ACCT000293,2025-07-27,Interest,3158.21,USD
TXN00000619,ACCT000117,2025-06-10,Purchase,814.19,USD
TXN00000620,ACCT000310,2025-11-27,Fee,3553.62,CAD
TXN00000621,ACCT000400,2025-07-05,Fee,4439.02,GBP
TXN00000622,ACCT000212,2025-03-27,Transfer,4827.8,USD
TXN00000623,ACCT000121,2025-12-05,Purchase,629.57,USD
TXN00000624,ACCT000204,2025-02-22,Purchase,1056.8,USD
TXN00000625,ACCT000243,2025-10-08,Purchase,4684.28,USD
TXN00000626,ACCT000269,2025-02-12,Purchase,3855.81,USD
TXN00000627,ACCT000044,2025-12-02,Fee,3092.42,CAD
TXN00000628,ACCT000378,2025-05-26,Fee,1150.63,CAD
TXN00000629,ACCT000088,2025-01-15,Payment,660.73,USD
TXN00000630,ACCT000167,2025-09-01,Fee,4302.54,CAD
TXN00000631,ACCT000281,2025-08-16,Transfer,4674.61,USD
TXN00000632,ACCT000306,2025-08-22,Transfer,889.3,GBP
TXN00000633,ACCT000328,2025-10-01,Interest,2619.68,USD
TXN00000634,ACCT000117,2025-02-15,Fee,2410.85,CAD
TXN00000635,ACCT000134,2025-03-21,Fee,1832.09,USD
TXN00000636,ACCT000389,2025-03-11,Purchase,5.46,USD
TXN00000637,ACCT000005,2025-12-19,Fee,2348.64,CAD
TXN00000638,ACCT000393,2025-08-09,Interest,1501.55,USD
TXN00000639,ACCT000004,2025-10-08,Transfer,1159.92,USD
TXN00000640,ACCT000288,2025-08-12,Payment,2061.62,CAD
TXN00000641,ACCT000378,2025-11-27,Payment,820.53,CAD
TXN00000642,ACCT000041,2025-08-05,Interest,1106.86,USD
TXN00000643,ACCT000314,2025-12-22,Transfer,3823.87,USD
TXN00000644,ACCT000273,2025-05-18,Fee,3244.04,CAD
TXN00000645,ACCT000094,2025-03-11,Payment,4268.14,USD
TXN00000646,ACCT000317,2025-08-20,Purchase,3186.28,USD
TXN00000647,ACCT000165,2025-01-10,Transfer,2462.52,USD
TXN00000648,ACCT000012,2025-04-06,Purchase,4848.73,USD
TXN00000649,ACCT000367,2025-08-13,Fee,1349.63,USD
TXN00000650,ACCT000008,2025-09-10,Payment,455.53,USD
TXN00000651,ACCT000256,2025-07-10,Fee,2104.11,CAD
TXN00000652,ACCT000385,2025-03-16,Purchase,1654.59,USD
TXN00000653,ACCT000037,2025-10-06,Fee,3879.39,CAD
TXN00000654,ACCT000129,2025-07-15,Payment,965.0,USD
TXN00000655,ACCT000366,2025-05-08,Purchase,4873.12,CAD
TXN00000656,ACCT000018,2025-04-12,Interest,1239.58,CAD
TXN00000657,ACCT000107,2025-08-31,Purchase,2608.09,CAD
TXN00000658,ACCT000082,2025-11-19,Fee,4681.4,USD
TXN00000659,ACCT000130,2025-09-04,Transfer,2607.03,USD
TXN00000660,ACCT000027,2025-12-08,Payment,1805.33,USD
TXN00000661,ACCT000223,2025-06-16,Purchase,1183.65,USD
TXN00000662,ACCT000300,2025-03-03,Payment,3972.98,CAD
TXN00000663,ACCT000022,2025-10-25,Payment,49.6,CAD
TXN00000664,ACCT000395,2025-02-15,Transfer,779.18,USD
TXN00000665,ACCT000352,2025-11-13,Payment,2502.1,USD
TXN00000666,ACCT000331,2025-03-20,Purchase,303.58,GBP
TXN00000667,ACCT000120,2025-06-12,Purchase,633.51,GBP
TXN00000668,ACCT000225,2025-04-09,Fee,4028.6,USD
TXN00000669,ACCT000069,2025-05-09,Interest,1794.05,USD
TXN00000670,ACCT000287,2025-05-31,Interest,3534.6,GBP
TXN00000671,ACCT000096,2025-10-06,Interest,952.93,USD
TXN00000672,ACCT000141,2025-11-03,Fee,3663.35,GBP
TXN00000673,ACCT000080,2025-08-19,Payment,349.04,USD
TXN00000674,ACCT000233,2025-01-01,Fee,2710.32,GBP
TXN00000675,ACCT000010,2025-11-14,Interest,3669.62,USD
TXN00000676,ACCT000370,2025-02-02,Transfer,1197.74,GBP
TXN00000677,ACCT000350,2025-09-12,Interest,953.4,GBP
TXN00000678,ACCT000166,2025-07-29,Payment,3067.13,USD
TXN00000679,ACCT000338,2025-02-04,Purchase,485.8,USD
TXN00000680,ACCT000017,2025-04-14,Payment,897.3,USD
TXN00000681,ACCT000017,2025-10-20,Interest,962.13,CAD
TXN00000682,ACCT000360,2025-10-30,Interest,2631.48,USD
TXN00000683,ACCT000311,2025-02-06,Purchase,1834.94,USD
TXN00000684,ACCT000041,2025-08-28,Payment,3280.47,USD
TXN00000685,ACCT000213,2025-07-08,Fee,2792.31,USD
TXN00000686,ACCT000021,2025-02-06,Transfer,1332.75,USD
TXN00000687,ACCT000266,2025-02-19,Purchase,4723.29,USD
TXN00000688,ACCT000098,2025-04-09,Payment,2660.65,GBP
TXN00000689,ACCT000092,2025-10-13,Payment,2852.29,GBP
TXN00000690,ACCT000393,2025-11-23,Interest,3731.81,GBP
TXN00000691,ACCT000360,2025-12-07,Fee,3374.09,CAD
TXN00000692,ACCT000093,2025-10-09,Purchase,838.21,CAD
TXN00000693,ACCT000081,2025-10-01,Transfer,1690.88,GBP
TXN00000694,ACCT000162,2025-10-09,Interest,4667.93,USD
TXN00000695,ACCT000325,2025-08-09,Fee,2064.65,USD
TXN00000696,ACCT000280,2025-04-20,Transfer,1207.41,CAD
TXN00000697,ACCT000131,2025-07-04,Transfer,4631.1,CAD
TXN00000698,ACCT000001,2025-01-18,Interest,4799.32,USD
TXN00000699,ACCT000070,2025-06-04,Transfer,86.43,USD
TXN00000700,ACCT000110,2025-06-11,Fee,4922.05,USD
TXN00000701,ACCT000262,2025-10-12,Fee,4595.96,GBP
TXN00000702,ACCT000020,2025-08-24,Transfer,777.8,USD
TXN00000703,ACCT000188,2025-10-26,Payment,696.35,USD
TXN00000704,ACCT000154,2025-02-17,Payment,1284.94,GBP
TXN00000705,ACCT000112,2025-02-09,Interest,2847.48,USD
TXN00000706,ACCT000354,2025-12-26,Interest,868.65,GBP
TXN00000707,ACCT000154,2025-01-20,Purchase,2978.18,GBP
TXN00000708,ACCT000029,2025-06-21,Interest,396.99,USD
TXN00000709,ACCT000062,2025-04-27,Interest,2085.53,GBP
TXN00000710,ACCT000324,2025-07-15,Purchase,3171.27,USD
TXN00000711,ACCT000164,2025-10-04,Fee,2624.29,GBP
TXN00000712,ACCT000358,2025-04-24,Payment,1637.52,USD
TXN00000713,ACCT000202,2025-08-17,Purchase,3369.81,GBP
TXN00000714,ACCT000114,2025-08-10,Transfer,2526.12,USD
TXN00000715,ACCT000173,2025-02-12,Interest,744.32,CAD
TXN00000716,ACCT000281,2025-07-24,Transfer,3727.85,USD
TXN00000717,ACCT000223,2025-12-24,Purchase,1995.64,USD
TXN00000718,ACCT000102,2025-09-07,Payment,2407.21,CAD
TXN00000719,ACCT000316,2025-09-26,Transfer,984.52,USD
TXN00000720,ACCT000398,2025-08-09,Payment,362.86,USD
TXN00000721,ACCT000344,2025-07-31,Transfer,452.53,CAD
TXN00000722,ACCT000165,2025-06-26,Fee,1744.8,GBP
TXN00000723,ACCT000087,2025-06-29,Purchase,3849.56,GBP
TXN00000724,ACCT000226,2025-01-23,Interest,3117.79,USD
TXN00000725,ACCT000080,2025-02-13,Payment,3428.37,USD
TXN00000726,ACCT000318,2025-03-17,Purchase,1219.03,USD
TXN00000727,ACCT000057,2025-06-06,Purchase,1719.64,CAD
TXN00000728,ACCT000108,2025-10-03,Interest,118.63,USD
TXN00000729,ACCT000385,2025-05-13,Payment,2734.39,GBP
TXN00000730,ACCT000073,2025-12-22,Interest,3117.09,USD
TXN00000731,ACCT000340,2025-09-27,Interest,2917.11,USD
TXN00000732,ACCT000146,2025-04-13,Fee,855.75,GBP
TXN00000733,ACCT000336,2025-01-05,Fee,270.16,USD
TXN00000734,ACCT000340,2025-12-04,Interest,3303.56,USD
TXN00000735,ACCT000333,2025-07-17,Purchase,100.3,USD
TXN00000736,ACCT000364,2025-02-20,Interest,2545.16,USD
TXN00000737,ACCT000273,2025-02-15,Interest,4334.53,USD
TXN00000738,ACCT000235,2025-10-15,Payment,2505.75,USD
TXN00000739,ACCT000272,2025-06-06,Purchase,1240.72,USD
TXN00000740,ACCT000081,2025-01-10,Interest,1970.03,USD
TXN00000741,ACCT000155,2025-05-01,Fee,1780.11,GBP
TXN00000742,ACCT000321,2025-05-12,Fee,4060.4,CAD
TXN00000743,ACCT000144,2025-04-26,Purchase,4720.96,USD
TXN00000744,ACCT000337,2025-03-12,Fee,4486.39,USD
TXN00000745,ACCT000348,2025-11-10,Interest,2605.99,USD
TXN00000746,ACCT000079,2025-08-07,Interest,1205.6,USD
TXN00000747,ACCT000278,2025-03-09,Transfer,1649.78,USD
TXN00000748,ACCT000351,2025-04-14,Payment,2907.25,USD
TXN00000749,ACCT000269,2025-03-11,Fee,3444.22,CAD
TXN00000750,ACCT000290,2025-03-22,Payment,3282.88,USD
TXN00000751,ACCT000369,2025-03-02,Purchase,2788.91,USD
TXN00000752,ACCT000075,2025-01-16,Fee,4198.41,USD
TXN00000753,ACCT000156,2025-08-15,Interest,4806.17,USD
TXN00000754,ACCT000055,2025-03-09,Payment,3896.64,USD
TXN00000755,ACCT000314,2025-11-12,Purchase,3813.43,USD
TXN00000756,ACCT000119,2025-11-02,Transfer,2837.38,USD
TXN00000757,ACCT000184,2025-02-10,Payment,3438.45,CAD
TXN00000758,ACCT000310,2025-08-29,Payment,2514.11,USD
TXN00000759,ACCT000252,2025-08-31,Payment,4261.39,USD
TXN00000760,ACCT000017,2025-07-29,Payment,970.33,USD
TXN00000761,ACCT000114,2025-12-10,Fee,4751.24,USD
TXN00000762,ACCT000225,2025-11-12,Payment,335.35,CAD
TXN00000763,ACCT000127,2025-08-07,Fee,4334.54,CAD
TXN00000764,ACCT000195,2025-06-10,Purchase,3041.61,CAD
TXN00000765,ACCT000293,2025-11-01,Transfer,4696.0,GBP
TXN00000766,ACCT000361,2025-01-20,Transfer,3208.76,GBP
TXN00000767,ACCT000022,2025-05-06,Purchase,2260.79,GBP
TXN00000768,ACCT000377,2025-01-21,Transfer,1981.08,GBP
TXN00000769,ACCT000323,2025-01-26,Interest,2583.05,USD
TXN00000770,ACCT000156,2025-05-27,Fee,2200.57,CAD
TXN00000771,ACCT000314,2025-01-28,Payment,2115.2,GBP
TXN00000772,ACCT000331,2025-08-20,Payment,2320.58,USD
TXN00000773,ACCT000399,2025-10-27,Transfer,570.29,GBP
TXN00000774,ACCT000166,2025-08-19,Payment,1968.37,USD
TXN00000775,ACCT000365,2025-04-14,Payment,2271.14,CAD
TXN00000776,ACCT000355,2025-11-29,Purchase,1254.16,USD
TXN00000777,ACCT000362,2025-08-19,Purchase,460.5,USD
TXN00000778,ACCT000197,2025-09-19,Purchase,2621.47,GBP
TXN00000779,ACCT000195,2025-01-23,Payment,1896.5,USD
TXN00000780,ACCT000338,2025-03-18,Fee,2829.63,USD
TXN00000781,ACCT000365,2025-01-27,Payment,898.44,CAD
TXN00000782,ACCT000394,2025-08-17,Fee,1551.04,USD
TXN00000783,ACCT000068,2025-04-14,Payment,592.18,USD
TXN00000784,ACCT000007,2025-08-23,Transfer,3828.15,CAD
TXN00000785,ACCT000003,2025-11-08,Interest,2719.79,CAD
TXN00000786,ACCT000338,2025-09-01,Payment,1088.28,CAD
TXN00000787,ACCT000308,2025-11-04,Interest,2212.17,USD
TXN00000788,ACCT000143,2025-11-14,Payment,4411.43,GBP
TXN00000789,ACCT000076,2025-01-29,Payment,249.35,USD
TXN00000790,ACCT000017,2025-12-08,Purchase,731.15,GBP
TXN00000791,ACCT000045,2025-01-26,Transfer,1495.72,USD
TXN00000792,ACCT000083,2025-12-11,Interest,4968.71,USD
TXN00000793,ACCT000359,2025-11-01,Transfer,3306.32,GBP
TXN00000794,ACCT000234,2025-10-24,Transfer,891.21,USD
TXN00000795,ACCT000154,2025-06-15,Purchase,470.17,USD
TXN00000796,ACCT000389,2025-08-07,Interest,4102.22,GBP
TXN00000797,ACCT000069,2025-03-04,Purchase,1467.7,USD
TXN00000798,ACCT000269,2025-04-18,Fee,2637.63,USD
TXN00000799,ACCT000293,2025-11-19,Transfer,295.63,GBP
TXN00000800,ACCT000353,2025-11-06,Purchase,2420.9,USD
TXN00000801,ACCT000163,2025-05-13,Interest,3046.18,GBP
TXN00000802,ACCT000182,2025-03-08,Transfer,4975.15,GBP
TXN00000803,ACCT000374,2025-11-20,Transfer,2484.5,CAD
TXN00000804,ACCT000313,2025-04-30,Interest,4040.86,USD
TXN00000805,ACCT000013,2025-08-27,Payment,12.9,USD
TXN00000806,ACCT000213,2025-07-31,Payment,3998.82,USD
TXN00000807,ACCT000327,2025-04-19,Fee,1751.5,USD
TXN00000808,ACCT000131,2025-02-04,Payment,3451.64,USD
TXN00000809,ACCT000166,2025-01-04,Fee,2535.91,USD
TXN00000810,ACCT000371,2025-10-19,Fee,1710.1,GBP
TXN00000811,ACCT000100,2025-06-19,Purchase,4161.05,USD
TXN00000812,ACCT000019,2025-11-27,Interest,4581.23,USD
TXN00000813,ACCT000236,2025-10-02,Interest,781.15,USD
TXN00000814,ACCT000212,2025-01-29,Interest,3921.03,GBP
TXN00000815,ACCT000348,2025-06-11,Fee,2826.89,GBP
TXN00000816,ACCT000296,2025-12-17,Transfer,98.5,USD
TXN00000817,ACCT000077,2025-05-24,Fee,335.73,USD
TXN00000818,ACCT000321,2025-10-01,Fee,4918.18,USD
TXN00000819,ACCT000096,2025-11-01,Transfer,3030.42,USD
TXN00000820,ACCT000162,2025-12-30,Fee,3527.8,USD
TXN00000821,ACCT000255,2025-05-02,Fee,2072.28,USD
TXN00000822,ACCT000155,2025-04-21,Interest,4148.14,GBP
TXN00000823,ACCT000192,2025-01-20,Fee,879.19,USD
TXN00000824,ACCT000013,2025-09-05,Purchase,2221.65,GBP
TXN00000825,ACCT000248,2025-09-26,Payment,955.11,USD
TXN00000826,ACCT000051,2025-09-22,Fee,720.76,USD
TXN00000827,ACCT000236,2025-07-18,Payment,3624.23,GBP
TXN00000828,ACCT000023,2025-12-18,Purchase,25.53,GBP
TXN00000829,ACCT000024,2025-02-22,Purchase,1669.78,GBP
TXN00000830,ACCT000389,2025-06-09,Fee,117.29,USD
TXN00000831,ACCT000147,2025-05-22,Fee,1006.77,GBP
